,antecedent,pd,cls,conf_pd,conf_pnd,elift,sup_pd,sup_pnd
92,"['NationalITy=Jordan', 'raisedhands=50<x<75', 'VisITedResources=49<x<74']",gender=F,class=L,0.7142857142857143,0.6363636363636364,1.1224489795918369,5.0,7.0
342,"['GradeID=G-07', 'Topic=Biology']",gender=F,class=H,0.6,0.5333333333333333,1.125,6.0,16.0
341,['Topic=Biology'],gender=F,class=H,0.6,0.5333333333333333,1.125,6.0,16.0
95,"['Discussion=x>74', 'VisITedResources=49<x<74']",gender=F,class=H,0.625,0.5555555555555556,1.125,5.0,10.0
119,"['raisedhands=x>75', 'AnnouncementsView=49<x<73', 'GradeID=G-07']",gender=F,class=H,0.75,0.6666666666666666,1.125,6.0,8.0
245,"['Discussion=x>74', 'Topic=English']",gender=F,class=H,0.875,0.7777777777777778,1.125,7.0,7.0
90,"['Discussion=25<x<50', 'raisedhands=50<x<75', 'VisITedResources=49<x<74']",gender=F,class=L,0.75,0.6666666666666666,1.125,6.0,12.0
17,"['Discussion=25<x<50', 'VisITedResources=0<x<24']",gender=F,class=L,1.0,0.8809523809523809,1.135135135135135,7.0,37.0
130,"['SectionID=B', 'AnnouncementsView=24<x<49']",gender=F,class=H,0.35294117647058826,0.30952380952380953,1.1402714932126696,6.0,13.0
191,"['SectionID=B', 'PlaceofBirth=lebanon']",gender=F,class=H,0.8571428571428571,0.75,1.1428571428571428,6.0,6.0
201,"['AnnouncementsView=x>73', 'GradeID=G-06']",gender=F,class=H,0.8571428571428571,0.75,1.1428571428571428,6.0,6.0
218,"['SectionID=B', 'GradeID=G-02', 'raisedhands=50<x<75', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.8571428571428571,0.75,1.1428571428571428,6.0,6.0
73,"['NationalITy=Jordan', 'GradeID=G-08', 'raisedhands=25<x<50']",gender=F,class=L,1.0,0.875,1.1428571428571428,6.0,7.0
232,"['NationalITy=Jordan', 'SectionID=B', 'Topic=Science']",gender=F,class=H,0.5,0.4375,1.1428571428571428,5.0,7.0
303,"['NationalITy=Jordan', 'Discussion=x>74', 'AnnouncementsView=x>73']",gender=F,class=H,1.0,0.8666666666666667,1.1538461538461537,9.0,13.0
147,"['SectionID=B', 'raisedhands=50<x<75']",gender=F,class=H,0.65,0.5625,1.1555555555555557,13.0,27.0
44,"['Discussion=x>74', 'GradeID=G-04']",gender=F,class=H,0.625,0.5384615384615384,1.1607142857142858,5.0,7.0
116,"['AnnouncementsView=24<x<49', 'raisedhands=50<x<75', 'GradeID=G-07']",gender=F,class=L,1.0,0.8571428571428571,1.1666666666666667,5.0,6.0
165,"['Topic=IT', 'Discussion=x>74']",gender=F,class=L,0.875,0.75,1.1666666666666667,7.0,12.0
166,"['AnnouncementsView=24<x<49', 'Topic=IT', 'Discussion=x>74']",gender=F,class=L,1.0,0.8571428571428571,1.1666666666666667,5.0,6.0
248,"['AnnouncementsView=x>73', 'Topic=English']",gender=F,class=H,1.0,0.8571428571428571,1.1666666666666667,6.0,6.0
206,"['AnnouncementsView=x>73', 'Topic=English', 'GradeID=G-06']",gender=F,class=H,1.0,0.8571428571428571,1.1666666666666667,6.0,6.0
200,"['Discussion=x>74', 'GradeID=G-06']",gender=F,class=H,0.8333333333333334,0.7142857142857143,1.1666666666666667,5.0,5.0
33,"['raisedhands=50<x<75', 'Topic=IT']",gender=F,class=L,0.625,0.5294117647058824,1.1805555555555556,5.0,9.0
262,"['GradeID=G-02', 'raisedhands=x>75']",gender=F,class=L,0.5,0.42105263157894735,1.1875,5.0,8.0
68,['raisedhands=25<x<50'],gender=F,class=H,0.18518518518518517,0.15584415584415584,1.1882716049382716,5.0,12.0
93,"['SectionID=B', 'VisITedResources=49<x<74']",gender=F,class=H,0.45454545454545453,0.38235294117647056,1.1888111888111887,5.0,13.0
145,['raisedhands=50<x<75'],gender=F,class=H,0.5106382978723404,0.42727272727272725,1.1951109099139883,24.0,47.0
151,"['Discussion=25<x<50', 'AnnouncementsView=24<x<49', 'raisedhands=50<x<75']",gender=F,class=L,0.75,0.625,1.2,6.0,10.0
174,"['NationalITy=Jordan', 'raisedhands=x>75', 'Discussion=x>74']",gender=F,class=H,0.9,0.75,1.2,9.0,12.0
104,"['GradeID=G-08', 'Discussion=50<x<74']",gender=F,class=H,0.5,0.41379310344827586,1.2083333333333333,5.0,12.0
338,"['Discussion=1<x<25', 'Topic=French']",gender=F,class=H,0.35,0.2894736842105263,1.209090909090909,7.0,11.0
238,"['Discussion=x>74', 'Topic=Science']",gender=F,class=H,0.7,0.5789473684210527,1.209090909090909,7.0,11.0
331,"['Discussion=1<x<25', 'GradeID=G-02', 'Topic=French']",gender=F,class=H,0.35,0.2894736842105263,1.209090909090909,7.0,11.0
49,"['Discussion=x>74', 'Topic=Science', 'GradeID=G-04']",gender=F,class=H,0.7142857142857143,0.5833333333333334,1.2244897959183674,5.0,7.0
312,"['SectionID=B', 'raisedhands=50<x<75', 'Topic=French']",gender=F,class=H,0.7142857142857143,0.5833333333333334,1.2244897959183674,5.0,7.0
265,"['NationalITy=Jordan', 'Discussion=25<x<50', 'raisedhands=x>75']",gender=F,class=H,0.8571428571428571,0.7,1.2244897959183674,6.0,7.0
255,['raisedhands=x>75'],gender=F,class=H,0.74,0.603448275862069,1.2262857142857142,37.0,70.0
128,['AnnouncementsView=24<x<49'],gender=F,class=H,0.3125,0.2542372881355932,1.2291666666666667,15.0,30.0
316,"['NationalITy=Jordan', 'Topic=French']",gender=F,class=H,0.4117647058823529,0.3333333333333333,1.2352941176470589,7.0,11.0
320,"['NationalITy=Jordan', 'GradeID=G-02', 'Topic=French']",gender=F,class=H,0.4117647058823529,0.3333333333333333,1.2352941176470589,7.0,11.0
240,"['AnnouncementsView=x>73', 'Topic=Science']",gender=F,class=H,0.8571428571428571,0.6923076923076923,1.2380952380952381,6.0,9.0
54,"['NationalITy=Jordan', 'GradeID=G-04']",gender=F,class=H,0.5,0.4,1.25,6.0,8.0
43,"['raisedhands=50<x<75', 'GradeID=G-04']",gender=F,class=H,0.7142857142857143,0.5714285714285714,1.25,5.0,8.0
52,"['NationalITy=Jordan', 'Topic=Science', 'GradeID=G-04']",gender=F,class=H,0.5,0.4,1.25,6.0,8.0
96,"['AnnouncementsView=49<x<73', 'VisITedResources=49<x<74']",gender=F,class=H,0.7142857142857143,0.5714285714285714,1.25,5.0,12.0
164,"['SectionID=B', 'Discussion=x>74']",gender=F,class=L,0.6666666666666666,0.53125,1.2549019607843137,6.0,17.0
160,"['NationalITy=Jordan', 'raisedhands=50<x<75']",gender=F,class=H,0.5555555555555556,0.4411764705882353,1.2592592592592593,10.0,15.0
192,"['raisedhands=x>75', 'PlaceofBirth=lebanon']",gender=F,class=H,1.0,0.7777777777777778,1.2857142857142856,7.0,7.0
107,"['raisedhands=x>75', 'AnnouncementsView=49<x<73', 'Discussion=50<x<74']",gender=F,class=H,0.8571428571428571,0.6666666666666666,1.2857142857142858,6.0,10.0
216,"['SectionID=B', 'raisedhands=50<x<75', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.7777777777777778,0.6,1.2962962962962963,7.0,9.0
259,"['Discussion=1<x<25', 'raisedhands=x>75']",gender=F,class=H,0.38461538461538464,0.2962962962962963,1.2980769230769231,5.0,8.0
307,['Topic=French'],gender=F,class=H,0.4,0.3076923076923077,1.3,12.0,20.0
111,['GradeID=G-07'],gender=F,class=H,0.375,0.2871287128712871,1.3060344827586208,12.0,29.0
315,"['SectionID=B', 'GradeID=G-02', 'raisedhands=50<x<75', 'Topic=French']",gender=F,class=H,0.8333333333333334,0.6363636363636364,1.3095238095238095,5.0,7.0
335,"['SectionID=B', 'Discussion=1<x<25', 'Topic=French']",gender=F,class=H,0.4166666666666667,0.3181818181818182,1.3095238095238095,5.0,7.0
328,"['SectionID=B', 'Discussion=1<x<25', 'GradeID=G-02', 'Topic=French']",gender=F,class=H,0.4166666666666667,0.3181818181818182,1.3095238095238095,5.0,7.0
278,"['Discussion=25<x<50', 'GradeID=G-02']",gender=F,class=H,0.5,0.38,1.3157894736842106,6.0,19.0
221,"['raisedhands=x>75', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.7777777777777778,0.5897435897435898,1.318840579710145,14.0,23.0
318,"['GradeID=G-02', 'Topic=French']",gender=F,class=H,0.41379310344827586,0.3125,1.3241379310344827,12.0,20.0
294,['AnnouncementsView=x>73'],gender=F,class=H,0.782608695652174,0.5882352941176471,1.3304347826086957,18.0,40.0
196,"['raisedhands=x>75', 'NationalITy=lebanon']",gender=F,class=H,1.0,0.75,1.3333333333333333,5.0,6.0
241,"['NationalITy=Jordan', 'Topic=Science']",gender=F,class=H,0.5,0.375,1.3333333333333333,7.0,9.0
309,"['SectionID=B', 'Topic=French']",gender=F,class=H,0.5,0.37209302325581395,1.34375,10.0,16.0
310,"['NationalITy=Jordan', 'SectionID=B', 'Topic=French']",gender=F,class=H,0.5555555555555556,0.4117647058823529,1.3492063492063493,5.0,7.0
324,"['NationalITy=Jordan', 'SectionID=B', 'GradeID=G-02', 'Topic=French']",gender=F,class=H,0.5555555555555556,0.4117647058823529,1.3492063492063493,5.0,7.0
190,['PlaceofBirth=lebanon'],gender=F,class=H,0.7857142857142857,0.5789473684210527,1.357142857142857,11.0,11.0
210,['Topic=Arabic'],gender=F,class=H,0.4375,0.3220338983050847,1.3585526315789476,7.0,19.0
148,"['NationalITy=Jordan', 'SectionID=B', 'raisedhands=50<x<75']",gender=F,class=H,0.875,0.6428571428571429,1.361111111111111,7.0,9.0
198,['GradeID=G-06'],gender=F,class=H,0.6,0.4375,1.3714285714285714,9.0,14.0
195,['NationalITy=lebanon'],gender=F,class=H,0.7272727272727273,0.5294117647058824,1.3737373737373737,8.0,9.0
83,['VisITedResources=49<x<74'],gender=F,class=H,0.4642857142857143,0.3373493975903614,1.3762755102040818,13.0,28.0
120,"['AnnouncementsView=49<x<73', 'GradeID=G-07']",gender=F,class=H,0.6,0.43478260869565216,1.38,6.0,10.0
106,"['AnnouncementsView=49<x<73', 'Discussion=50<x<74']",gender=F,class=H,0.6666666666666666,0.4827586206896552,1.3809523809523807,8.0,14.0
322,"['SectionID=B', 'GradeID=G-02', 'Topic=French']",gender=F,class=H,0.5263157894736842,0.38095238095238093,1.381578947368421,10.0,16.0
30,['Topic=IT'],gender=F,class=H,0.21875,0.15789473684210525,1.3854166666666667,7.0,15.0
189,"['NationalITy=Jordan', 'GradeID=G-08']",gender=F,class=H,0.4444444444444444,0.32075471698113206,1.3856209150326797,12.0,17.0
122,['SectionID=B'],gender=F,class=H,0.4406779661016949,0.31736526946107785,1.3885513271506236,26.0,53.0
50,"['AnnouncementsView=x>73', 'Topic=Science', 'GradeID=G-04']",gender=F,class=H,0.8333333333333334,0.6,1.388888888888889,5.0,6.0
283,"['Discussion=1<x<25', 'GradeID=G-02']",gender=F,class=H,0.3548387096774194,0.2537313432835821,1.398481973434535,11.0,17.0
194,"['raisedhands=x>75', 'PlaceofBirth=lebanon', 'NationalITy=lebanon']",gender=F,class=H,1.0,0.7142857142857143,1.4,5.0,5.0
250,['StageID=HighSchool'],gender=F,class=H,0.4666666666666667,0.3333333333333333,1.4000000000000001,7.0,11.0
229,"['raisedhands=50<x<75', 'Topic=Science']",gender=F,class=H,0.625,0.4444444444444444,1.40625,5.0,8.0
101,"['raisedhands=50<x<75', 'Discussion=50<x<74']",gender=F,class=H,0.625,0.4444444444444444,1.40625,5.0,8.0
287,['GradeID=G-02'],gender=F,class=H,0.39285714285714285,0.2789115646258503,1.4085365853658538,22.0,41.0
300,"['raisedhands=x>75', 'AnnouncementsView=x>73']",gender=F,class=H,0.8666666666666667,0.6136363636363636,1.4123456790123456,13.0,27.0
264,"['NationalITy=Jordan', 'raisedhands=x>75']",gender=F,class=H,0.8,0.5652173913043478,1.4153846153846155,20.0,26.0
299,"['NationalITy=Jordan', 'AnnouncementsView=x>73']",gender=F,class=H,0.9166666666666666,0.6428571428571429,1.4259259259259258,11.0,18.0
239,"['raisedhands=x>75', 'Topic=Science']",gender=F,class=H,1.0,0.7,1.4285714285714286,6.0,7.0
45,"['AnnouncementsView=x>73', 'GradeID=G-04']",gender=F,class=H,0.7142857142857143,0.5,1.4285714285714286,5.0,6.0
296,"['raisedhands=50<x<75', 'AnnouncementsView=x>73']",gender=F,class=H,0.7142857142857143,0.5,1.4285714285714286,5.0,10.0
280,"['SectionID=B', 'Discussion=1<x<25', 'GradeID=G-02']",gender=F,class=H,0.4,0.27906976744186046,1.4333333333333333,8.0,12.0
47,"['Topic=Science', 'GradeID=G-04']",gender=F,class=H,0.5333333333333333,0.37037037037037035,1.4400000000000002,8.0,10.0
220,['AnnouncementsView=49<x<73'],gender=F,class=H,0.6097560975609756,0.4215686274509804,1.4463981849120817,25.0,43.0
57,['Discussion=25<x<50'],gender=F,class=H,0.391304347826087,0.2702702702702703,1.4478260869565218,18.0,40.0
193,"['PlaceofBirth=lebanon', 'NationalITy=lebanon']",gender=F,class=H,0.7272727272727273,0.5,1.4545454545454546,8.0,8.0
231,"['SectionID=B', 'Topic=Science']",gender=F,class=H,0.42857142857142855,0.29411764705882354,1.457142857142857,6.0,10.0
99,['Discussion=50<x<74'],gender=F,class=H,0.5588235294117647,0.38271604938271603,1.4601518026565465,19.0,31.0
140,"['NationalITy=Jordan', 'AnnouncementsView=24<x<49']",gender=F,class=H,0.22727272727272727,0.15555555555555556,1.461038961038961,5.0,7.0
109,"['raisedhands=x>75', 'Discussion=50<x<74']",gender=F,class=H,0.9285714285714286,0.6285714285714286,1.4772727272727273,13.0,22.0
274,"['SectionID=B', 'GradeID=G-02']",gender=F,class=H,0.45714285714285713,0.30851063829787234,1.4817733990147783,16.0,29.0
215,"['raisedhands=50<x<75', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.6428571428571429,0.43243243243243246,1.4866071428571428,9.0,16.0
211,"['Discussion=25<x<50', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.6666666666666666,0.4444444444444444,1.5,8.0,12.0
13,"['NationalITy=Jordan', 'Discussion=1<x<25']",gender=F,class=H,0.3333333333333333,0.22033898305084745,1.5128205128205128,8.0,13.0
254,['NationalITy=Jordan'],gender=F,class=H,0.46835443037974683,0.3081395348837209,1.519942679722952,37.0,53.0
40,"['GradeID=G-02', 'Topic=IT']",gender=F,class=H,0.3157894736842105,0.20754716981132076,1.5215311004784688,6.0,11.0
60,"['SectionID=B', 'Discussion=25<x<50']",gender=F,class=H,0.5,0.32727272727272727,1.5277777777777777,9.0,18.0
251,['Topic=Quran'],gender=F,class=H,0.5555555555555556,0.36363636363636365,1.527777777777778,5.0,8.0
244,['Topic=English'],gender=F,class=H,0.5789473684210527,0.37777777777777777,1.5325077399380806,11.0,17.0
102,"['GradeID=G-07', 'Discussion=50<x<74']",gender=F,class=H,0.6,0.391304347826087,1.5333333333333332,6.0,9.0
223,"['SectionID=B', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.6666666666666666,0.43333333333333335,1.5384615384615383,8.0,13.0
42,['GradeID=G-04'],gender=F,class=H,0.45,0.2916666666666667,1.5428571428571427,9.0,14.0
301,"['NationalITy=Jordan', 'raisedhands=x>75', 'AnnouncementsView=x>73']",gender=F,class=H,1.0,0.6470588235294118,1.5454545454545454,8.0,11.0
183,['GradeID=G-08'],gender=F,class=H,0.4444444444444444,0.28448275862068967,1.562289562289562,16.0,33.0
108,"['NationalITy=Jordan', 'Discussion=50<x<74']",gender=F,class=H,0.625,0.4,1.5625,5.0,8.0
103,"['raisedhands=x>75', 'GradeID=G-07', 'Discussion=50<x<74']",gender=F,class=H,1.0,0.6363636363636364,1.5714285714285714,5.0,7.0
157,"['Discussion=1<x<25', 'raisedhands=50<x<75']",gender=F,class=H,0.5,0.3181818181818182,1.5714285714285714,6.0,7.0
267,"['GradeID=G-08', 'raisedhands=x>75']",gender=F,class=H,0.7692307692307693,0.48936170212765956,1.5719063545150502,10.0,23.0
222,"['NationalITy=Jordan', 'raisedhands=x>75', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.7,0.4444444444444444,1.575,7.0,8.0
225,"['SectionID=B', 'GradeID=G-02', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.75,0.47058823529411764,1.59375,6.0,8.0
224,"['Discussion=1<x<25', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.5555555555555556,0.34782608695652173,1.5972222222222223,5.0,8.0
345,"['GradeID=G-08', 'Topic=Chemistry']",gender=F,class=H,0.6666666666666666,0.4166666666666667,1.5999999999999999,8.0,10.0
343,['Topic=Chemistry'],gender=F,class=H,0.6666666666666666,0.4166666666666667,1.5999999999999999,8.0,10.0
203,"['Topic=English', 'GradeID=G-06']",gender=F,class=H,0.8,0.5,1.6,8.0,13.0
184,"['AnnouncementsView=24<x<49', 'GradeID=G-08']",gender=F,class=H,0.4,0.25,1.6,6.0,8.0
246,"['NationalITy=Jordan', 'Topic=English']",gender=F,class=H,0.6666666666666666,0.4117647058823529,1.619047619047619,6.0,7.0
349,"['GradeID=G-08', 'raisedhands=x>75', 'Topic=Chemistry']",gender=F,class=H,1.0,0.6153846153846154,1.625,6.0,8.0
347,"['raisedhands=x>75', 'Topic=Chemistry']",gender=F,class=H,1.0,0.6153846153846154,1.625,6.0,8.0
125,"['NationalITy=Jordan', 'SectionID=B']",gender=F,class=H,0.5416666666666666,0.3333333333333333,1.625,13.0,17.0
226,"['GradeID=G-02', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.6666666666666666,0.4074074074074074,1.6363636363636365,8.0,11.0
137,"['Discussion=1<x<25', 'AnnouncementsView=24<x<49']",gender=F,class=H,0.35714285714285715,0.21621621621621623,1.6517857142857142,5.0,8.0
235,['Topic=Science'],gender=F,class=H,0.5217391304347826,0.3137254901960784,1.6630434782608696,12.0,16.0
9,"['SectionID=B', 'Discussion=1<x<25']",gender=F,class=H,0.4166666666666667,0.25,1.6666666666666667,10.0,14.0
288,"['NationalITy=Jordan', 'GradeID=G-02']",gender=F,class=H,0.36363636363636365,0.21818181818181817,1.6666666666666667,8.0,12.0
117,"['NationalITy=Jordan', 'GradeID=G-07']",gender=F,class=H,0.5555555555555556,0.3333333333333333,1.6666666666666667,5.0,9.0
61,"['NationalITy=Jordan', 'SectionID=B', 'Discussion=25<x<50']",gender=F,class=H,0.5833333333333334,0.35,1.666666666666667,7.0,7.0
268,"['NationalITy=Jordan', 'GradeID=G-08', 'raisedhands=x>75']",gender=F,class=H,0.9090909090909091,0.5384615384615384,1.6883116883116884,10.0,14.0
159,"['SectionID=B', 'Discussion=1<x<25', 'raisedhands=50<x<75']",gender=F,class=H,0.7142857142857143,0.4166666666666667,1.7142857142857142,5.0,5.0
204,"['NationalITy=Jordan', 'Topic=English', 'GradeID=G-06']",gender=F,class=H,0.75,0.4375,1.7142857142857142,6.0,7.0
202,"['NationalITy=Jordan', 'GradeID=G-06']",gender=F,class=H,0.75,0.4375,1.7142857142857142,6.0,7.0
227,"['NationalITy=Jordan', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.5294117647058824,0.3023255813953488,1.7511312217194572,9.0,13.0
212,"['NationalITy=Jordan', 'Discussion=25<x<50', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.7142857142857143,0.4,1.7857142857142856,5.0,6.0
344,"['NationalITy=Jordan', 'Topic=Chemistry']",gender=F,class=H,0.6666666666666666,0.36363636363636365,1.8333333333333333,8.0,8.0
346,"['NationalITy=Jordan', 'GradeID=G-08', 'Topic=Chemistry']",gender=F,class=H,0.6666666666666666,0.36363636363636365,1.8333333333333333,8.0,8.0
350,"['NationalITy=Jordan', 'GradeID=G-08', 'raisedhands=x>75', 'Topic=Chemistry']",gender=F,class=H,1.0,0.5454545454545454,1.8333333333333335,6.0,6.0
348,"['NationalITy=Jordan', 'raisedhands=x>75', 'Topic=Chemistry']",gender=F,class=H,1.0,0.5454545454545454,1.8333333333333335,6.0,6.0
213,"['GradeID=G-08', 'AnnouncementsView=49<x<73']",gender=F,class=H,0.625,0.3333333333333333,1.875,5.0,10.0
275,"['NationalITy=Jordan', 'SectionID=B', 'GradeID=G-02']",gender=F,class=H,0.5,0.26666666666666666,1.875,6.0,8.0
64,"['NationalITy=Jordan', 'Discussion=25<x<50']",gender=F,class=H,0.48,0.2545454545454545,1.885714285714286,12.0,14.0
163,"['GradeID=G-07', 'Discussion=x>74']",gender=F,class=L,0.8333333333333334,0.43478260869565216,1.9166666666666667,5.0,10.0
3,"['NationalITy=Jordan', 'raisedhands=0<x<25']",gender=F,class=H,0.2608695652173913,0.1320754716981132,1.9751552795031055,6.0,7.0
298,"['raisedhands=x>75', 'Discussion=50<x<74', 'AnnouncementsView=x>73']",gender=F,class=H,1.0,0.5,2.0,5.0,6.0
297,"['Discussion=50<x<74', 'AnnouncementsView=x>73']",gender=F,class=H,1.0,0.5,2.0,7.0,8.0
11,['Discussion=1<x<25'],gender=F,class=H,0.34615384615384615,0.17197452229299362,2.0128205128205128,18.0,27.0
1,['raisedhands=0<x<25'],gender=F,class=H,0.18,0.07738095238095238,2.326153846153846,9.0,13.0
270,"['raisedhands=0<x<25', 'GradeID=G-02']",gender=F,class=H,0.24,0.08955223880597014,2.68,6.0,6.0
5,"['raisedhands=0<x<25', 'Discussion=1<x<25']",gender=F,class=H,0.22727272727272727,0.0641025641025641,3.545454545454546,5.0,5.0
